refID,DI,TI.x,TI.y,TI_check,PY.x,PY.y,PY_check,SO,AU,AU_UN,country_refsplitr,AU1_CO,CO,code_refsplitr,code_AU1_CO,code_CO,country_v_AU1_CO,country_v_CO,AU1_CO_v_CO
4255,10.1016/j.wneu.2019.03.083,a review of the management of cerebral vasospasm after aneurysmal subarachnoid hemorrhage,a review of the management of cerebral vasospasm after aneurysmal subarachnoid hemorrhage,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,LI K;BARRAS CD;CHANDRA RV;KOK HK;MAINGARD JT;CARTER NS;RUSSELL JH;LAI L;BROOKS M;ASADI H,DEAKIN UNIV;UNIV ADELAIDE;SOUTH AUSTRALIAN HLTH AND MED RES INST;AUSTIN HOSP;AUSTIN HOSP;MONASH UNIV;FLOREY INST NEUROSCI AND MENTAL HLTH,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
4256,10.1016/j.wneu.2019.02.154,occult transorbital intracranial injury by windshield wiper handle: case report and review of literature,occult transorbital intracranial injury by windshield wiper handle: case report and review of literature,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,SANTANDER XA;REVUELTA JM;COTUA C;RODRIGUEZ BA;MORENO PD;MAZZEI AS,UNIV HOSP PUERTA HIERRO MAJADAHONDA;CLIN SAN CARLOS HOSP;UNIV HOSP PUERTA HIERRO MAJADAHONDA;UNIV HOSP PUERTA HIERRO MAJADAHONDA,spain,SPAIN,SPAIN,ESP,ESP,ESP,TRUE,TRUE,TRUE
4257,10.1016/j.wneu.2019.02.160,intravenous 3-dimensional digital subtraction angiography during surgical treatment of intracranial aneurysm,intravenous 3-dimensional digital subtraction angiography during surgical treatment of intracranial aneurysm,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,KAN I;KATO N;OTANI K;ABE Y;ISHIBASHI T;MURAYAMA Y,JIKEI UNIV HOSP;JIKEI UNIV HOSP;SIEMENS HEALTHCARE KK,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
4258,10.1016/j.wneu.2019.02.128,anterior cerebral artery rupture during extended endoscopic endonasal transsphenoidal approach for severely calcified craniopharyngioma,anterior cerebral artery rupture during extended endoscopic endonasal transsphenoidal approach for severely calcified craniopharyngioma,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WANG CW;ZHANG YL;WANG JG;NI SL,SHANDONG UNIV;SHANDONG UNIV;SHANDONG KEY LAB BRAIN FUNCT REMODELING,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4259,10.1016/j.wneu.2019.03.200,application of piezosurgery in en bloc laminectomy for the treatment of multilevel thoracic ossification of ligamentum flavum,application of piezosurgery in en bloc laminectomy for the treatment of multilevel thoracic ossification of ligamentum flavum,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,LIU XW;LI TF;SHI L;WU ZF;CHEN DY;XU B;CHEN Y,NANJING UNIV;SECOND MIL MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4260,10.1016/j.wneu.2019.03.223,dural arteriovenous fistulas with perimedullary venous drainage successfully managed via endovascular electrocoagulation,dural arteriovenous fistulas with perimedullary venous drainage successfully managed via endovascular electrocoagulation,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WANG T;RICHARD SA;ZHANG CW;WANG CH;XIE XD,SICHUAN UNIV;PRINCEFIELD UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4261,10.1016/j.wneu.2019.03.184,extracranial-to-intracranial bypass for refractory vertebrobasilar insufficiency,extracranial-to-intracranial bypass for refractory vertebrobasilar insufficiency,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,RENNERT RC;STEINBERG JA;STRICKLAND B;RAYINA K;BAKHSHESHIAN J;FREDRICKSON V;PANNELL JS;KHALESSI AA;RUSSIN JJ,UNIV CALIF SAN DIEGO;UNIV SOUTHERN CALIF;UNIV SOUTHERN CALIF,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4262,10.1016/j.wneu.2019.03.163,transient incomplete locked-in syndrome secondary to supratentorial gunshot wound,transient incomplete locked-in syndrome secondary to supratentorial gunshot wound,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HORAN J;TROMP S;MANKAHLA N,GROOTE SCHUUR HOSP;UNIV CAPE TOWN,south africa,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,ZAF,TRUE,TRUE,TRUE
4263,10.1016/j.wneu.2019.03.077,deciding on appropriate telemetric intracranial pressure monitoring system,deciding on appropriate telemetric intracranial pressure monitoring system,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,NORAGER NH;LILJA-CYRON A;HANSEN TS;JUHLER M,COPENHAGEN UNIV HOSP;AARHUS UNIV HOSP,denmark,DENMARK,DENMARK,DNK,DNK,DNK,TRUE,TRUE,TRUE
4264,10.1016/j.wneu.2019.02.163,case of acromegaly caused by rathke cleft cyst mimicking plurihormonal pituitary adenoma,case of acromegaly caused by rathke cleft cyst mimicking plurihormonal pituitary adenoma,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,MORINAGA Y;NII K;SAKAMOTO K;INOUE R;MITSUTAKE T;HANADA H,FUKUOKA UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
4265,10.1016/j.wneu.2019.03.141,takeoff of african neurosurgery and the world federation of neurosurgical societies rabat training center alumni,takeoff of african neurosurgery and the world federation of neurosurgical societies rabat training center alumni,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,KAREKEZI C;EL KHAMLICHI A,RWANDA MIL HOSP;NATL CTR REHABIL AND NEUROSCI,rwanda,RWANDA,RWANDA,RWA,RWA,RWA,TRUE,TRUE,TRUE
4266,10.1016/j.wneu.2019.02.222,a giant tarlov cyst presenting with hydronephrosis in a patient with marfan syndrome: a case report and review of the literature,a giant tarlov cyst presenting with hydronephrosis in a patient with marfan syndrome: a case report and review of the literature,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,PATERAKIS K;BROTIS A;BAKOPOULOU M;ROUNTAS C;DARDIOTIS E;HADJIGEORGIOU GM;FOUNTAS KN;KARANTANAS A,UNIV THESSALY;UNIV HOSP LARISSA;ANIMUS KYANOUS STAVROS PRIVATE CLIN;UNIV THESSALY;UNIV THESSALY;UNIV CRETE,greece,GREECE,GREECE,GRC,GRC,GRC,TRUE,TRUE,TRUE
4267,10.1016/j.wneu.2019.03.229,postoperative progression of cervical ossification of posterior longitudinal ligament: a systematic review,postoperative progression of cervical ossification of posterior longitudinal ligament: a systematic review,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WANG L;JIANG YP;LI M;QI L,SHANDONG UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4268,10.1016/j.wneu.2019.02.225,case of childhood absence epilepsy with focal spikes,case of childhood absence epilepsy with focal spikes,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,YU YL;SHI MT;LU HJ,GUIZHOU MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4269,10.1016/j.wneu.2019.03.225,minimally invasive approach for the removal of a ruptured radiculomedullary artery aneurysm: case report and literature review,minimally invasive approach for the removal of a ruptured radiculomedullary artery aneurysm: case report and literature review,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,PRIOLA SM;HEYN C;DA COSTA L,UNIV TORONTO;UNIV TORONTO,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
4270,10.1016/j.wneu.2019.03.144,ossified chronic subdural hematoma in children: case report and review of literature,ossified chronic subdural hematoma in children: case report and review of literature,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FANG JC;LIU Y;JIANG XC,WANNAN MED COLL;WANNAN MED COLL,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4271,10.1016/j.wneu.2019.03.018,small balloon bridge: improved technique for reaccessing carotid artery stent,small balloon bridge: improved technique for reaccessing carotid artery stent,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WANG JH;YANG S;YUAN XF;GUO FQ,UNIV ELECT SCI AND TECHNOL,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4272,10.1016/j.wneu.2019.02.243,spinal intradural escherichia coli abscess masquerading as a neoplasm in a pediatric patient with history of neonatal e. coli meningitis: a case report and literature review,spinal intradural escherichia coli abscess masquerading as a neoplasm in a pediatric patient with history of neonatal e. coli meningitis: a case report and literature review,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,KIM M;SIMON J;MIRZA K;SWONG K;JOHANS S;RIEDY L;ANDERSON D,LOYOLA UNIV MED CTR;LOYOLA UNIV MED CTR,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4273,10.1016/j.wneu.2018.12.095,role of a promoter mutation in tert in malignant transformation of pleomorphic xanthoastrocytoma,role of a promoter mutation in tert in malignant transformation of pleomorphic xanthoastrocytoma,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HOSONO J;NITTA M;MASUI K;MARUYAMA T;KOMORI T;YOKOO H;SAITO T;MURAGAKI Y;KAWAMATA T,TOKYO WOMENS MED UNIV;TOKYO WOMENS MED UNIV;TOKYO WOMENS MED UNIV;TOKYO METROPOLITAN NEUROL HOSP;GUNMA UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
4274,10.1016/j.wneu.2019.03.038,solitaire stent retriever mechanical thrombectomy in a 6-month-old patient with acute occlusion of the internal carotid artery terminus: case report,solitaire stent retriever mechanical thrombectomy in a 6-month-old patient with acute occlusion of the internal carotid artery terminus: case report,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FUTCH HS;CORLISS BM;POLIFKA AJ;HOLT BL;FOX WC,UNIV FLORIDA;UNIV FLORIDA,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4275,10.1016/j.wneu.2018.12.184,deep brain stimulation for memory modulation: a new frontier,deep brain stimulation for memory modulation: a new frontier,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,KHAN IS;D'AGOSTINO EN;CALNAN DR;LEE JE;ARONSON JP,DARTMOUTH HITCHCOCK MED CTR;DARTMOUTH COLL,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4276,10.1016/j.wneu.2019.01.220,a meta-analysis of endoscopic microvascular decompression versus microscopic microvascular decompression for the treatment for cranial nerve syndrome caused by vascular compression,a meta-analysis of endoscopic microvascular decompression versus microscopic microvascular decompression for the treatment for cranial nerve syndrome caused by vascular compression,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,LI YW;MAO F;CHENG FL;PENG CH;GUO DS;WANG BF,HUAZHONG UNIV SCI AND TECHNOL,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4277,10.1016/j.wneu.2019.02.030,carotid revascularization in older adults: a systematic review and meta-analysis,carotid revascularization in older adults: a systematic review and meta-analysis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,TEXAKALIDIS P;CHAITIDIS N;GIANNOPOULOS S;GIANNOPOULOS S;MACHINIS T;JABBOUR P;RIVET D;REAVEY-CANTWELL J;RANGEL-CASTILLA L,EMORY UNIV;NATL AND KAPODISTRIAN UNIV ATHENS;VIRGINIA COMMONWEALTH UNIV;THOMAS JEFFERSON UNIV;MAYO CLIN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4278,10.1016/j.wneu.2019.02.217,"accuracy of current techniques for placement of pedicle screws in the spine: a comprehensive systematic review and meta-analysis of 51,161 screws","accuracy of current techniques for placement of pedicle screws in the spine: a comprehensive systematic review and meta-analysis of 51,161 screws",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,PERDOMO-PANTOJA A;ISHIDA W;ZYGOURAKIS C;HOLMES C;IYER RR;COTTRILL E;THEODORE N;WITHAM TF;LO SFL,JOHNS HOPKINS UNIV;FLORIDA STATE UNIV,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4279,10.1016/j.wneu.2019.02.234,mortality and functional outcome in surgically evacuated acute subdural hematoma in elderly patients,mortality and functional outcome in surgically evacuated acute subdural hematoma in elderly patients,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,AKBIK OS;STARLING RV;GAHRAMANOV S;ZHU YL;LEWIS J,UNIV NEW MEXICO,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4280,10.1016/j.wneu.2019.02.144,external ventricular drain management practices in thailand: results of the epract study,external ventricular drain management practices in thailand: results of the epract study,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,ALUNPIPATTHANACHAI B;THIRAPATTARAPHAN P;FRIED H;VAVILALA MS;LELE AV,UNIV WASHINGTON;KHON KAEN UNIV;UNIV COLORADO,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4281,10.1016/j.wneu.2019.02.146,long-term safety and performance of a polymeric clamplike cranial fixation system,long-term safety and performance of a polymeric clamplike cranial fixation system,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,ASENCIO-CORTES C;SALGADO-LOPEZ L;MUNOZ-HERNANDEZ F;DE QUINTANA-SCHMIDT C;RODRIGUEZ-RODRIGUEZ R;ALVAREZ-HOLZAPFEL MJ;CONESA G,HOSP SANTA CREU I ST PAU,spain,SPAIN,SPAIN,ESP,ESP,ESP,TRUE,TRUE,TRUE
4282,10.1016/j.wneu.2019.02.151,endoscopic endonasal excision of large and giant pituitary adenomas: radiological and intraoperative correlates of the extent of resection,endoscopic endonasal excision of large and giant pituitary adenomas: radiological and intraoperative correlates of the extent of resection,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,AZAB WA;NASIM K;ABDELNABI EA;YOUSEF W;NAJIBULLAH M;KHAN T;ZAIDAN SN;BOKERIS AA;MOSTAFA KH;GENG D,IBN SINA HOSP;IBN SINA HOSP;XINJIANG MED UNIV,kuwait,KUWAIT,KUWAIT,KWT,KWT,KWT,TRUE,TRUE,TRUE
4283,10.1016/j.wneu.2019.02.197,modified glasgow coma scale using serum factors as a prognostic model in traumatic brain injury,modified glasgow coma scale using serum factors as a prognostic model in traumatic brain injury,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BAE IS;CHUN HJ;YI HJ;BAK KH;CHOI KS;KIM DW,HANYANG UNIV;HANYANG UNIV,south korea,KOREA,KOREA,KOR,KOR,KOR,TRUE,TRUE,TRUE
4284,10.1016/j.wneu.2019.03.020,"perception (of) and willingness to choose a neurosurgery career among final-year medical students in ibadan, nigeria","perception (of) and willingness to choose a neurosurgery career among final-year medical students in ibadan, nigeria",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BALOGUN JA;ADEBAYO AM,UNIV IBADAN;UNIV IBADAN;UNIV COLL HOSP,nigeria,NIGERIA,NIGERIA,NGA,NGA,NGA,TRUE,TRUE,TRUE
4285,10.1016/j.wneu.2019.02.019,injury-to-admission delay beyond 4 hours is associated with worsening outcomes for traumatic brain injury in cambodia,injury-to-admission delay beyond 4 hours is associated with worsening outcomes for traumatic brain injury in cambodia,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BARTHELEMY EJ;SPAGGIARI R;CORLEY J;LEPARD JR;STAFFA SJ;IV V;SERVADEI F;PARK KB,HARVARD MED SCH;ICAHN SCH MED MT SINAI;HUMANITAS UNIV AND RES HOSP;UNIV ALABAMA BIRMINGHAM;BOSTON CHILDRENS HOSP;BOSTON CHILDRENS HOSP;BOSTON CHILDRENS HOSP;PREAH KOSSAMAK HOSP,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4286,10.1016/j.wneu.2019.03.032,comparison of the incidence and severity of traumatic brain injury caused by electrical bicycle and bicycle accidents-a retrospective cohort study from a swiss level i trauma center,comparison of the incidence and severity of traumatic brain injury caused by electrical bicycle and bicycle accidents-a retrospective cohort study from a swiss level i trauma center,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BASCHERA D;JAGER D;PREDA R;Z'GRAGGEN WJ;RAABE A;EXADAKTYLOS AK;HASLER RM,BERN UNIV HOSP;BERN UNIV HOSP,switzerland,SWITZERLAND,SWITZERLAND,CHE,CHE,CHE,TRUE,TRUE,TRUE
4287,10.1016/j.wneu.2019.02.052,position and orientation errors in a neuronavigation procedure: a stepwise protocol using a cranial phantom,position and orientation errors in a neuronavigation procedure: a stepwise protocol using a cranial phantom,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BATISTA PD;MACHADO IP;ROIOS P;LAVRADOR J;CATTONI MB;MARTINS J;CARVALHO H,HOSP SANTA MARIA;UNIV LISBON;KINGS COLL HOSP LONDON,portugal,PORTUGAL,PORTUGAL,PRT,PRT,PRT,TRUE,TRUE,TRUE
4288,10.1016/j.wneu.2019.02.194,predictive factors of poor prognosis after surgical management of traumatic acute subdural hematomas: a single-center series,predictive factors of poor prognosis after surgical management of traumatic acute subdural hematomas: a single-center series,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BAUCHER G;TROUDE L;PAULY V;BERNARD F;ZIELESKIEWICZ L;ROCHE PH,AIX MARSEILLE UNIV;AIX MARSEILLE UNIV;AIX MARSEILLE UNIV;AIX MARSEILLE UNIV;AIX MARSEILLE UNIV;UNIV ANGERS,france,FRANCE,FRANCE,FRA,FRA,FRA,TRUE,TRUE,TRUE
4289,10.1016/j.wneu.2019.03.027,comparison of complication and revision rates after frontal versus parietal approach for ventricular shunt placement in idiopathic normal pressure hydrocephalus,comparison of complication and revision rates after frontal versus parietal approach for ventricular shunt placement in idiopathic normal pressure hydrocephalus,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BHARGAV AG;RINALDO L;LANZINO G;ELDER BD,SCH MED;MAYO CLIN;MAYO CLIN;MAYO CLIN;MAYO CLIN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4290,10.1016/j.wneu.2019.02.251,noninstrumented lumbar fusion with bone morphogenetic proteins for spinal stenosis with spondylolisthesis in the elderly,noninstrumented lumbar fusion with bone morphogenetic proteins for spinal stenosis with spondylolisthesis in the elderly,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BINDAL S;BINDAL SK;BINDAL M;BINDAL AK,BINDAL NEUROSURG CLIN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4291,10.1016/j.wneu.2019.03.019,gamma knife radiosurgery for the management of more than 15 cerebral metastases,gamma knife radiosurgery for the management of more than 15 cerebral metastases,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BOWDEN G;FARAMAND A;NIRANJAN A;LUNSFORD LD;MONACO E,CTR IMAGE GUIDED NEUROSURG,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4292,10.1016/j.wneu.2019.01.159,"the artery of aphasia, a uniquely sensitive posterior temporal middle cerebral artery branch that supplies language areas in the brain: anatomy and report of four cases","the artery of aphasia, a uniquely sensitive posterior temporal middle cerebral artery branch that supplies language areas in the brain: anatomy and report of four cases",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BRIGGS RG;PRYOR DP;CONNER AK;NIX CE;MILTON CK;KUIPER JK;PALEJWALA AH;SUGHRUE ME,UNIV OKLAHOMA;PRINCE WALES PRIVATE HOSP,usa,AUSTRALIA,AUSTRALIA,USA,AUS,AUS,FALSE,FALSE,TRUE
4293,10.1016/j.wneu.2019.03.057,magnetic resonance-guided laser interstitial thermal therapy for mesial temporal epilepsy: a case series analysis of outcomes and complications at 2-year follow-up,magnetic resonance-guided laser interstitial thermal therapy for mesial temporal epilepsy: a case series analysis of outcomes and complications at 2-year follow-up,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CAJIGAS I;KANNE AM;RIBOT R;CASABELLA AM;MAHAVADI A;JERMAKOWICZ W;SUR S;MILLAN C;SAPORTA A;LOWE M;VELEZ-RUIZ N;REY G;IBRAHIM GM;IVAN ME;JAGID JR,UNIV MIAMI;UNIV MIAMI;UNIV TORONTO,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4294,10.1016/j.wneu.2019.02.043,does decompressive duraplasty have a neuroprotective effect on spinal trauma?: an experimental study,does decompressive duraplasty have a neuroprotective effect on spinal trauma?: an experimental study,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CAMLAR M;TURK C;BUHUR A;OLTULU F;OREN M;SENOGLU M;OZER F,UNIV HLTH SCI;EGE UNIV;PUBL HLTH SERV PRESIDENCY,turkey,TURKEY,TURKEY,TUR,TUR,TUR,TRUE,TRUE,TRUE
4295,10.1016/j.wneu.2019.02.050,management of infected transforaminal lumbar interbody fusion cage in posterior degenerative lumbar spine surgery,management of infected transforaminal lumbar interbody fusion cage in posterior degenerative lumbar spine surgery,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHANG CW;FU TS;CHEN WJ;CHEN CW;LAI PL;CHEN SH,CHANG GUNG MEM HOSP;CHANG GUNG MEM HOSP;CHANG GUNG UNIV;BUDDHIST TZU CHI GEN HOSP,taiwan,CHINA,CHINA,TWN,CHN,CHN,FALSE,FALSE,TRUE
4296,10.1016/j.wneu.2019.02.005,transcranial doppler ultrasonography for the management of severe traumatic brain injury after decompressive craniectomy,transcranial doppler ultrasonography for the management of severe traumatic brain injury after decompressive craniectomy,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHANG T;LI LH;YANG YL;LI M;QU Y;GAO L,AIR FORCE MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
4297,10.1016/j.wneu.2019.03.205,clinical assessment of patients with bilateral superior semicircular canal dehiscence,clinical assessment of patients with bilateral superior semicircular canal dehiscence,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHEN CHJ;NGUYEN T;UDAWATTA M;DUONG C;ROMIYO P;SHEPPARD JP;GOPEN Q;YANG I,RONALD REAGAN UCLA MED CTR;RONALD REAGAN UCLA MED CTR;RONALD REAGAN UCLA MED CTR;RONALD REAGAN UCLA MED CTR;UNIV CALIF LOS ANGELES;HARBOR UCLA MED CTR;LOS ANGELES BIOMED RES INST,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4298,10.1016/j.wneu.2019.02.104,seizure presentation in patients with brain arteriovenous malformations treated with stereotactic radiosurgery: a multicenter study,seizure presentation in patients with brain arteriovenous malformations treated with stereotactic radiosurgery: a multicenter study,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHEN CJ;SHABO LM;DING D;IRONSIDE N;KANO H;MATHIEU D;KONDZIOLKA D;FELICIANO C;RODRIGUEZ-MERCADO R;GRILLS IS;BARNETT G;LUNSFORD LD;SHEEHAN JP,UNIV VIRGINIA HLTH SYST;UNIV LOUISVILLE;COLUMBIA UNIV;UNIV PITTSBURGH;UNIV SHERBROOKE;LANGONE MED CTR;UNIV PUERTO RICO;CLEVELAND CLIN FDN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
4299,10.1016/j.wneu.2019.02.112,preliminary study of a new growing rod system in immature swine model,preliminary study of a new growing rod system in immature swine model,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHEN C;FENG F;TAN HN;LI Z;ZHANG ZH;LIANG JQ;LI XY;SHEN JX,PEKING UNION MED COLL;CHINA MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
